No,SKU,Urun Adi,Sorun,Ana Kategori,Mevcut Kategoriler
348,9805.OKB68.A0,Öztiryakiler OKB68A Hazneli Küp Buz Makinesi Kapasite 68 kg/gün,Eksik kategoriler: Ana Mutfak Ekipmanları > Buz Makinesi > Öztiryakiler Buz Makineleri | Ana Mutfak Ekipmanları > Buz Makinesi,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
349,9805.OKB88.A0,Öztiryakiler OKB88A Hazneli Küp Buz Makinesi Kapasite 88 kg/gün,Eksik kategoriler: Ana Mutfak Ekipmanları > Buz Makinesi > Öztiryakiler Buz Makineleri | Ana Mutfak Ekipmanları > Buz Makinesi,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
350,7865.N1.10100.10,Öztiryakiler OSOGF 1010 Kuzine 1m² Ekonomik  Gazlı,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri | Ana Mutfak Ekipmanları > 900 Seri > Fırınlı Kuzineler,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
351,7EKO.10119.00,Öztiryakiler Oda Servis Arabası 90x74 cm,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
352,8325.B5150.5060P,"Öztiryakiler Paslanmaz Platform Tartım Baskülü, 150 kg, 40x50 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
353,8325.B5300.7080P,"Öztiryakiler Paslanmaz Platform Tartım Baskülü, 300 kg, 70×80 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
354,8999.00927.00,Öztiryakiler Platemate 125PM 84 Uyumlu Tabak Taşıma Arabası Örtüsü,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
355,8959.135PM.84,Öztiryakiler Platemate 135PM 84 Katlanabilir Tabak Taşıma Arabası,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
356,8999.00928.00,Öztiryakiler Platemate 135PM 84 Uyumlu Tabak Taşıma Arabası Örtüsü,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
357,8959.145PM.60,Öztiryakiler Platemate 140PM 60 Katlanabilir Tabak Taşıma Arabası,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
358,8999.00929.00,Öztiryakiler Platemate 145PM 60 Uyumlu Tabak Taşıma Arabası Örtüsü,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
359,8959.155PM.48,Öztiryakiler Platemate 155PM 48 Katlanabilir Tabak Taşıma Arabası,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
360,8999.00926.00,Öztiryakiler Platemate 180PM 168 Uyumlu Tabak Taşıma Arabası Örtüsü,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
361,8959.125PM.84,Öztiryakiler Platemate Tabak Taşıma Arabası,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
362,8325.B5150.5060,"Öztiryakiler Platform Tartım Baskülü, 150 kg, 50×60 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
363,8325.B5300.5060,"Öztiryakiler Platform Tartım Baskülü, 300 kg, 50×60 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
364,8325.B5300.7080,"Öztiryakiler Platform Tartım Baskülü, 300 kg, 70×80 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
365,8325.B5060.4050,"Öztiryakiler Platform Tartım Baskülü, 60 kg, 40x50 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
366,8325.B5600.8090,"Öztiryakiler Platform Tartım Baskülü, 600 kg, 80×90 cm",Eksik kategoriler: Hazırlık Ekipmanları > Mutfak Terazileri,Hazırlık Ekipmanları,"Hazırlık Ekipmanları, Tüm Ürünler"
367,8895.TTA37.53,"Öztiryakiler Polietilen Tepsi Taşıma Arabası, 12 Çift Raflı, 24 Tepsi Kapasiteli",Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
368,7855.00300.02,Öztiryakiler Sabit Model İndirekt Kaynatma Tenceresi 300 Lt Elektrikli,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
369,7855.00300.01,Öztiryakiler Sabit Model İndirekt Kaynatma Tenceresi 300 Lt Gazlı,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
370,7855.00400.02,Öztiryakiler Sabit Model İndirekt Kaynatma Tenceresi 400 Lt Elektrikli,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
371,7855.00400.01,Öztiryakiler Sabit Model İndirekt Kaynatma Tenceresi 400 Lt Gazlı,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
372,7855.00500.01,Öztiryakiler Sabit Model İndirekt Kaynatma Tenceresi 500 Lt Gazlı,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
373,7855.00500.02,Öztiryakiler Sabit Model İndirekt Kaynatma Tenceresi Silindirik Kazanlı 500 lt Elektrikli,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
374,0913.00508.01,Öztiryakiler Servis Arabası Üç Katlı Demonte 55x80 cm,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
375,0913.00507.01,Öztiryakiler Servis Arabası İki Katlı Demonte 55x80 cm,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
376,7876.N1.40705.10,Öztiryakiler Set Altı Dolap 40'lık Kapısız Önü Açık 40x58 cm,Eksik kategoriler: Ana Mutfak Ekipmanları > 700 Seri > Set Altı Dolaplar | Ana Mutfak Ekipmanları > 700 Seri,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
377,7876.N1.80705.10,Öztiryakiler Set Altı Dolap 80'lik Kapısız Önü Açık 80x58 cm,Eksik kategoriler: Ana Mutfak Ekipmanları > 700 Seri > Set Altı Dolaplar | Ana Mutfak Ekipmanları > 700 Seri,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
378,7876.12070.00,Öztiryakiler Set Altı Dolaplı Tezgah 120x70x55 cm,Eksik kategoriler: Ana Mutfak Ekipmanları > 700 Seri > Set Altı Dolaplar | Ana Mutfak Ekipmanları > 700 Seri,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
379,7876.14070.00,Öztiryakiler Set Altı Dolaplı Tezgah 140x70x55 cm,Eksik kategoriler: Ana Mutfak Ekipmanları > 700 Seri > Set Altı Dolaplar | Ana Mutfak Ekipmanları > 700 Seri,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
380,7876.16070.00,Öztiryakiler Set Altı Dolaplı Tezgah 160x70x55 cm,Eksik kategoriler: Ana Mutfak Ekipmanları > 700 Seri > Set Altı Dolaplar | Ana Mutfak Ekipmanları > 700 Seri,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
381,7876.19070.00,Öztiryakiler Set Altı Dolaplı Tezgah 190x70x55 cm,Eksik kategoriler: Ana Mutfak Ekipmanları > 700 Seri > Set Altı Dolaplar | Ana Mutfak Ekipmanları > 700 Seri,Ana Mutfak Ekipmanları,"Ana Mutfak Ekipmanları, Tüm Ürünler"
382,7912.15894.W0,"Öztiryakiler Sıcak Servis Ünitesi, 4 1/1 GN, Ceviz",Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Servis ve Teşhir Üniteleri > Sıcak Servis Üniteleri,Tüm Ürünler,"Tüm Ürünler, Servis ve Teşhir Üniteleri"
383,7912.15894.M0,"Öztiryakiler Sıcak Servis Ünitesi, 4 1/1 GN, Maun",Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Servis ve Teşhir Üniteleri > Sıcak Servis Üniteleri,Tüm Ürünler,"Tüm Ürünler, Servis ve Teşhir Üniteleri"
384,7912.15894.O0,"Öztiryakiler Sıcak Servis Ünitesi, 4 1/1 GN, Meşe",Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Servis ve Teşhir Üniteleri > Sıcak Servis Üniteleri,Tüm Ürünler,"Tüm Ürünler, Servis ve Teşhir Üniteleri"
385,0114.09020.04,Öztiryakiler Sığ Helvane Tencere Kapaklı 90X20 Cm,Eksik kategoriler: Set Üstü Mutfak Ekipmanları > Tencereler > Sığ Tencereler | Set Üstü Mutfak Ekipmanları > Tencereler,_X_Sığ Tencereler_5fd2d4,"_X_Sığ Tencereler_5fd2d4, Tüm Ürünler, _X_Tencereler_eeda52, Set Üstü Mutfak Ekipmanları"
386,0114.11025.04,"Öztiryakiler Sığ Helvane Tencere, Kapaklı 110X25 Cm",Eksik kategoriler: Set Üstü Mutfak Ekipmanları > Tencereler > Sığ Tencereler | Set Üstü Mutfak Ekipmanları > Tencereler,_X_Sığ Tencereler_5fd2d4,"_X_Sığ Tencereler_5fd2d4, Tüm Ürünler, _X_Tencereler_eeda52, Set Üstü Mutfak Ekipmanları"
387,0114.07020.02,"Öztiryakiler Sığ Helvane Tencere, Kapaklı 70X20 Cm",Eksik kategoriler: Set Üstü Mutfak Ekipmanları > Tencereler > Sığ Tencereler | Set Üstü Mutfak Ekipmanları > Tencereler,_X_Sığ Tencereler_5fd2d4,"_X_Sığ Tencereler_5fd2d4, Tüm Ürünler, _X_Tencereler_eeda52, Set Üstü Mutfak Ekipmanları"
388,0114.08020.02,"Öztiryakiler Sığ Helvane Tencere, Kapaklı 80X20 Cm",Eksik kategoriler: Set Üstü Mutfak Ekipmanları > Tencereler > Sığ Tencereler | Set Üstü Mutfak Ekipmanları > Tencereler,_X_Sığ Tencereler_5fd2d4,"_X_Sığ Tencereler_5fd2d4, Tüm Ürünler, _X_Tencereler_eeda52, Set Üstü Mutfak Ekipmanları"
389,8959.TIA20.00,Öztiryakiler TIA20 Tabak Taşıma Arabası,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
390,8740.0TB50.00,Öztiryakiler Tabak Basketi 50*50*10 cm,Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Bulaşıkhane Ekipmanları > Bulaşık Makinesi Basketleri,Tüm Ürünler,"Tüm Ürünler, Bulaşıkhane Ekipmanları"
391,8959.TIA80.00,Öztiryakiler Tabak Taşıma Arabası 125 Tabak 72x72x182 cm,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
392,7959.10052.80,Öztiryakiler Tabak Taşıma Arabası 98*50,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
393,8740.00009.00,Öztiryakiler Tepsi Basketi,Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Bulaşıkhane Ekipmanları > Bulaşık Makinesi Basketleri,Tüm Ürünler,"Tüm Ürünler, Bulaşıkhane Ekipmanları"
394,7895.46615.00,Öztiryakiler Tepsi Taşıma Arabası 40x60 cm Tepsi 20 Raflı Demonte,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
395,7895.46615.01,Öztiryakiler Tepsi Taşıma Arabası 40x60 cm Tepsi 20 Raflı Monte,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
396,7895.40550.00,Öztiryakiler Tepsi Taşıma Arabası GN 1/1 17 Raflı Demonte,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
397,7895.40550.01,Öztiryakiler Tepsi Taşıma Arabası GN 1/1 17 Raflı Monte,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
398,7895.58660.00,Öztiryakiler Tepsi Taşıma Arabası GN 2/1 17 Raflı Demonte,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
399,7895.58660.01,Öztiryakiler Tepsi Taşıma Arabası GN 2/1 17 Raflı Monte,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
400,7959.55302.02,Öztiryakiler Tepsi İstifleme Ünitesi,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
401,7370.50505.80,Öztiryakiler Un Şeker Arabası 50*50 Paslanmaz,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
402,7370.64436.80,Öztiryakiler Un Şeker Arabası Paslanmaz 45x65 cm,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
403,8370.USA10.20,Öztiryakiler Un Şeker Arabası USA102 LT,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
404,7772.06080.00,Öztiryakiler Yük Taşıma Arabası 60*80,Eksik kategoriler: Servis ve Teşhir Üniteleri > Çok Amaçlı Arabalar,_X_Çok Amaçlı Arab_0d87a2,"_X_Çok Amaçlı Arab_0d87a2, Tüm Ürünler, Servis ve Teşhir Üniteleri"
405,8740.CKB50.00,Öztiryakiler Çatal Kaşık Basketi 50*50,Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Bulaşıkhane Ekipmanları > Bulaşık Makinesi Basketleri,Tüm Ürünler,"Tüm Ürünler, Bulaşıkhane Ekipmanları"
406,8740.00008.00,Öztiryakiler Çatal Kaşık Basketi 8 (Sekiz) Bölmeli,Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Bulaşıkhane Ekipmanları > Bulaşık Makinesi Basketleri,Tüm Ürünler,"Tüm Ürünler, Bulaşıkhane Ekipmanları"
407,8999.K3000.00,Öztiryakiler Çatal Kaşık Bıçak Kurutma Ve Parlatma Makinesi,Ana kategori: Tum Urunler -> degistirilmeli + Eksik kategoriler: Bulaşıkhane Ekipmanları > Çatal Kaşık Bıçak Kurutma Ve Parlatma,Tüm Ürünler,"Tüm Ürünler, Bulaşıkhane Ekipmanları, _X_Çatal Kaşık Bıç_bfd4af"
408,7855.N1.10118.07,Öztiryakiler İndirekt Silindirik Kazanlı Kaynatma Tenceresi 250 Lt Elektrikli,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
409,7855.N1.10118.03,Öztiryakiler İndirekt Silindirik Kazanlı Kaynatma Tenceresi 250 Lt Gazlı,Eksik kategoriler: Ana Mutfak Ekipmanları > 900 Seri > Kaynatma Tencereleri,900 Seri,"900 Seri, Ana Mutfak Ekipmanları, Tüm Ürünler"
